pdb,name,n_subunit_uniprots,uniprots,c0_invnm,A_foot_nm2,E_curv_kBT,n_chains,contam_flag,resolution,rank,clears_gate,abs_c0,is_original13,rep_uniprot,n_label_go,label_positive
6VWX,BH1501 protein,1,Q9KCR8,0.0140256037073759,45.92352297999999,0.3613585343068461,4.0,False,3.1,795,False,0.0140256037073759,False,Q9KCR8,0,False
7AHC,ABC transporter permease subunit,1,A0A0V8ETW8,0.0253896433727073,13.974984194999998,0.3603499932040232,2.0,False,3.3,796,False,0.0253896433727073,False,A0A0V8ETW8,0,False
6T9N,Polycystin-2,1,Q13563,0.0142073324344298,44.55337237,0.3597208898014497,4.0,False,2.96,797,False,0.0142073324344298,False,Q13563,0,False
7D06,Intermembrane phospholipid transport system permease protein MlaE,2,"V5V921,V5V9F4",-0.0352775870088256,7.221246355,0.359475996281698,2.0,True,3.1,798,False,0.0352775870088256,False,V5V921,0,False
8ERO,Cholinephosphotransferase 1,1,Q4KLV1,-0.0190252860431157,24.76637902500001,0.3585790369963621,2.0,False,3.2,799,False,0.0190252860431157,False,Q4KLV1,0,False
6KUX,alpha2A adrenergic receptor,1,P08913,0.0429373745454751,4.835096934999999,0.3565628953397654,1.0,False,2.7,800,False,0.0429373745454751,False,P08913,0,False
6U1N,Beta-arrestin-1,2,"P29066,V9HW68",0.0384517930666195,5.997005905000001,0.3546726179935862,1.0,False,4.0,801,False,0.0384517930666195,False,P29066,2,True
4QUV,Delta(14)-sterol reductase,1,G4SW86,-0.0305773982815424,9.472316234999996,0.3542560208955963,1.0,False,2.743,802,False,0.0305773982815424,False,G4SW86,0,False
7E84,Kv channel-interacting protein 1,1,Q9NZI2,0.014444524387917,42.41854678999998,0.354015494278537,4.0,False,3.1,803,False,0.014444524387917,False,Q9NZI2,0,False
7DSL,Large neutral amino acids transporter small subunit 1,1,Q01650,-0.0244533298785866,14.788227790000002,0.353713907610157,2.0,False,2.9,804,False,0.0244533298785866,False,Q01650,0,False
6QZI,Aquaporin-7,1,O14520,0.0181377147543237,26.87973366,0.3537122393005704,4.0,False,1.9,805,False,0.0181377147543237,False,O14520,0,False
6KOB,AA3-600 quinol oxidase subunit I,4,"P34956,P34957,P34958,P34959",-0.0237537910506594,15.663988075000004,0.3535315675945509,1.0,True,3.6,806,False,0.0237537910506594,False,P34956,0,False
4CZ8,"NA+/H+ ANTIPORTER, PUTATIVE",1,Q9UZ55,0.0183635416117092,26.068197295,0.3516283456927192,2.0,False,3.15,807,False,0.0183635416117092,False,Q9UZ55,0,False
7CAL,Potassium channel KAT1,1,Q39128,0.0139148363446008,45.383295995,0.3514893986603505,4.0,False,3.2,808,False,0.0139148363446008,False,Q39128,0,False
1QD6,OUTER MEMBRANE PHOSPHOLIPASE (OMPLA),1,P0A921,0.0260249271427844,12.950733965,0.3508596438705834,2.0,False,2.1,809,False,0.0260249271427844,False,P0A921,0,False
5H1R,Innexin-6,1,Q9U3N4,-0.0114922354433061,66.16983825,0.349565926809613,8.0,False,3.6,810,False,0.0114922354433061,False,Q9U3N4,0,False
8H8J,G-protein coupled receptor 35,1,Q9HC97,0.0412737702314438,5.129505955000001,0.3495294824882775,1.0,False,3.2,811,False,0.0412737702314438,False,Q9HC97,0,False
4N4R,LPS-assembly lipoprotein LptE,2,"Q8ZQZ7,Q8ZRW0",-0.0212801338806138,19.27277668,0.3491025268465527,1.0,True,2.8,812,False,0.0212801338806138,False,Q8ZQZ7,0,False
8E3X,Pituitary adenylate cyclase-activating polypeptide type I receptor,1,P41586,0.0431846866988763,4.676595865,0.3488585561486582,1.0,False,2.3,813,False,0.0431846866988763,False,P41586,0,False
5I20,Uncharacterized protein,1,D7A5Q8,0.0359740648083549,6.728558340000001,0.3483060668038047,1.0,False,2.4,814,False,0.0359740648083549,False,D7A5Q8,0,False
8EVU,Na(+)-translocating NADH-quinone reductase subunit F,5,"A5F5X0,A5F5Y4,A5F5Y5,A5F5Y6,A5F5Y7",0.0349043608028976,7.136483779999999,0.3477792390547957,1.0,True,2.5804,815,False,0.0349043608028976,False,A5F5X0,0,False
7T92,Peroxin-2,3,"G2Q0E2,G2Q1C9,G2Q5N0",-0.019448651163386,22.887116265000003,0.3462820984536894,3.0,False,3.1,816,False,0.019448651163386,False,G2Q0E2,0,False
5C1M,Mu-type opioid receptor,1,P42866,0.0427094857350586,4.74050892,0.3458865254067781,1.0,False,2.07,817,False,0.0427094857350586,False,P42866,0,False
7ZDM,NADH:ubiquinone oxidoreductase core subunit S1,1,A0A8V6WEB9,-0.0160394765794062,33.50540847999999,0.3447905004443233,1.0,True,3.44,818,False,0.0160394765794062,False,A0A8V6WEB9,0,False
3MK7,"Cytochrome c oxidase, cbb3-type, subunit P",3,"D9IA43,D9IA44,D9IA45",0.0292386916263804,10.069734099999998,0.3443450655275178,1.0,True,3.2,819,False,0.0292386916263804,False,D9IA43,0,False
7OCI,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6,1,Q03723,-0.0275993424830016,11.285602495,0.3438604380489569,1.0,True,3.46,820,False,0.0275993424830016,False,Q03723,0,False
7TMT,H(+)-transporting two-sector ATPase,1,B3LH69,0.0315713104000776,8.609240984999998,0.3432496254897892,1.0,True,3.8,821,False,0.0315713104000776,False,B3LH69,0,False
7PGG,Ion transport protein,1,Q0VNY2,-0.0152043018844942,37.10298500999999,0.3430850628450196,2.0,False,2.85,822,False,0.0152043018844942,False,Q0VNY2,0,False
1KPL,"putative ClC family, chlorine transport protein",1,Q8ZRP8,0.0181986224905504,25.781472645,0.3415424932065259,2.0,False,3.0,823,False,0.0181986224905504,False,Q8ZRP8,0,False
5AF1,MEP2,1,Q59UP8,0.0170720908442019,29.223997945000004,0.3407007158825073,3.0,False,1.639,824,False,0.0170720908442019,False,Q59UP8,0,False
3SY9,Histidine porin OpdC,1,Q9I6X0,-0.0282207786013141,10.680280665000003,0.3402362947288975,1.0,False,2.8,825,False,0.0282207786013141,False,Q9I6X0,0,False
3WFD,Nitric oxide reductase subunit C,2,"Q59646,Q59647",0.0289820235809686,10.100680095,0.3393657571435495,1.0,True,2.3,826,False,0.0289820235809686,False,Q59646,0,False
6S7T,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,9,"P04843,P04844,P0C6T2,P39656,P61165,P61803,Q14165,Q8TCJ2,Q9H0U3",-0.0260662563053411,12.48089169,0.3392055334544004,1.0,True,3.5,827,False,0.0260662563053411,False,P04843,0,False
8ONT,NRAMP related aluminium transporter,1,K3YRE7,0.0269602867271612,11.639865435,0.3384207349464292,1.0,False,3.66,828,False,0.0269602867271612,False,K3YRE7,0,False
3WKV,Ion channel,1,Q3U2S8,-0.0623965395804158,2.1715072300000005,0.3381756091993804,1.0,False,3.453,829,False,0.0623965395804158,False,Q3U2S8,0,False
6LQA,Sodium channel protein type 5 subunit alpha,1,Q14524,0.0132756120456468,47.95186111499997,0.3380450368636513,1.0,False,3.3,830,False,0.0132756120456468,False,Q14524,0,False
6YE4,Biopolymer transport protein ExbB,1,A0A1C3HJ46,-0.0224079618837049,16.75258792,0.3364702038934379,5.0,False,3.2,831,False,0.0224079618837049,False,A0A1C3HJ46,0,False
7BVF,Probable arabinosyltransferase B,2,"P9WNL7,P9WNL9",0.0150968470507288,36.76521196,0.3351734238107421,2.0,False,2.97,832,False,0.0150968470507288,False,P9WNL7,0,False
5WB2,"Envelope protein US28, nanobody 7 fusion protein",1,P69333,0.0412306518421262,4.919296074999999,0.3345055710200783,1.0,False,3.5,833,False,0.0412306518421262,False,P69333,0,False
5KBW,Riboflavin transporter RibU,1,Q9X1G6,0.0487410008171833,3.517485745,0.3342575474892766,1.0,False,2.6093,834,False,0.0487410008171833,False,Q9X1G6,0,False
5GUW,Nitrite reductase,1,P24474,0.0288313064615744,9.98089011,0.3318622934788076,1.0,True,3.2,835,False,0.0288313064615744,False,P24474,0,False
7T3N,Vesicular glutamate transporter 2,1,Q9JI12,0.031294843097732,8.465570315,0.3316360773599392,1.0,False,3.0,836,False,0.031294843097732,False,Q9JI12,0,False
7MH6,Multidrug transporter EmrE,1,P23895,-0.0371822905792217,5.975113015000001,0.3304291829517907,2.0,False,2.85,837,False,0.0371822905792217,False,P23895,0,False
1NEK,Succinate dehydrogenase hydrophobic membrane anchor protein,1,P0AC44,0.0186180068170177,23.80324066000001,0.3300368617243533,6.0,False,2.6,838,False,0.0186180068170177,False,P0AC44,0,False
8ECY,Glutamine synthetase,1,P15103,0.0190337443299558,22.59509657000001,0.3274331573329483,5.0,False,2.0,839,False,0.0190337443299558,False,P15103,0,False
4XT1,G-protein coupled receptor homolog US28,2,"P69332,P78423",0.0405878084169251,4.96317323,0.3270473454910465,1.0,False,2.886,840,False,0.0405878084169251,False,P69332,0,False
7NVH,Trehalose monomycolate exporter MmpL3,1,P9WJV5,-0.0281159008909204,10.2793754,0.325035446702783,1.0,False,3.0,841,False,0.0281159008909204,False,P9WJV5,0,False
6XBW,V-type proton ATPase subunit a,16,"O46563,P11019,P21282,P23956,P31404,P31408,P39942,P40682,P61420,P81134,Q0VCV6,Q28029,Q29466,Q2KIB5,Q2TA24,Q3ZC23",0.02941298141838,9.355793244999996,0.3237566548833693,1.0,True,3.37,842,False,0.02941298141838,False,O46563,1,True
1OTS,Voltage-gated ClC-type chloride channel eriC,1,P37019,0.0180587646610303,24.813210525,0.3236823573519196,2.0,False,2.51,843,False,0.0180587646610303,False,P37019,0,False
8ET8,OCT1,1,O15245,0.0300452422957253,8.932798470000002,0.3225514130334991,1.0,False,3.45,844,False,0.0300452422957253,False,O15245,0,False
6A95,Mu-diguetoxin-Dc1a,1,P49126,0.0129950693796991,47.63034770499999,0.3217369557577803,1.0,False,2.6,845,False,0.0129950693796991,False,P49126,0,False
3PUW,Maltose transport system permease protein malF,3,"P02916,P68183,P68187",0.0260319823733518,11.854469435,0.3213339374067956,1.0,True,2.3,846,False,0.0260319823733518,False,P02916,0,False
6Z16,"Multisubunit Na+/H+ antiporter, A subunit",7,"B7GIG3,B7GL82,B7GL83,B7GL84,B7GL96,B7GL97,B7GL98",-0.0071417108922213,157.433051285,0.3211888309661578,2.0,True,2.98,847,False,0.0071417108922213,False,B7GIG3,0,False
7KC4,Protein Wnt-8a,1,Q9H1J5,0.034236142954582,6.834069514999999,0.3204122012761359,1.0,False,3.19,848,False,0.034236142954582,False,Q9H1J5,0,False
4RHB,LPS-assembly lipoprotein LptE,2,"P0ADC1,P31554",-0.020237033904367,19.55053308,0.3202670899056621,1.0,True,3.355,849,False,0.020237033904367,False,P0ADC1,0,False
7TRP,Muscarinic acetylcholine receptor M4,1,P08173,0.0395237072026379,5.120309799999999,0.3199422365105188,1.0,False,2.4,850,False,0.0395237072026379,False,P08173,0,False
7DUQ,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,1,P63212,0.0417547797824368,4.580806115000001,0.3194583886963637,1.0,False,2.5,851,False,0.0417547797824368,False,P63212,0,False
7T6O,Transient receptor potential cation channel subfamily V member 5,1,Q9XSM3,0.0140216938185157,40.519434655,0.318657634281485,4.0,False,2.6,852,False,0.0140216938185157,False,Q9XSM3,0,False
7XW9,Thyrotropin-releasing hormone receptor,1,P34981,0.0393887213674124,5.122186115000002,0.3178770045659815,1.0,False,2.7,853,False,0.0393887213674124,False,P34981,0,False
3HZQ,Large-conductance mechanosensitive channel,1,P68806,0.0273627383769302,10.57135208,0.3165990772314127,4.0,False,3.82,854,False,0.0273627383769302,False,P68806,0,False
7DYS,Mucolipin-2,1,Q8K595,0.0134354399156933,43.679467975,0.3153850576407552,4.0,False,3.18,855,False,0.0134354399156933,False,Q8K595,0,False
7Y89,Uracil nucleotide/cysteinyl leukotriene receptor,1,Q13304,0.0381793367854723,5.404291185000001,0.3151051434444934,1.0,False,3.02,856,False,0.0381793367854723,False,Q13304,0,False
4FRX,Anaerobically-induced outer membrane porin OprE,1,G3XDA5,-0.0268614687272572,10.882483375,0.3140852301782078,1.0,False,1.9,857,False,0.0268614687272572,False,G3XDA5,0,False
4QND,Chemical transport protein,1,F9RBV9,0.0479745719195613,3.411323930000001,0.3140546068874549,2.0,False,1.698,858,False,0.0479745719195613,False,F9RBV9,0,False
7YJ4,Insulin-like peptide INSL5 B chain,1,Q9Y5Q6,0.0395820638952456,5.010287239999999,0.3139926535677456,1.0,False,3.19,859,False,0.0395820638952456,False,Q9Y5Q6,0,False
6G94,Hydrogenase-1 large chain,3,"P0AAM1,P0ACD8,P69739",0.0298377868107449,8.812323374999998,0.3138221764978891,2.0,False,2.5,860,False,0.0298377868107449,False,P0AAM1,0,False
5OXP,Di-or tripeptide:H+ symporter,1,Q5M4H8,-0.0257884808074389,11.74883922,0.3125406200352804,1.0,False,2.372,861,False,0.0257884808074389,False,Q5M4H8,0,False
1LGH,LIGHT HARVESTING COMPLEX II,2,"P95673,P97253",0.0302013464284215,8.460436930000002,0.3086777980755367,8.0,True,2.4,862,False,0.0302013464284215,False,P95673,0,False
2B2F,ammonium transporter,1,O29285,0.0161166816930175,29.701963375000005,0.3086003446716462,3.0,False,1.72,863,False,0.0161166816930175,False,O29285,0,False
6V00,"MCherry fluorescent protein,Potassium voltage-gated channel subfamily E member 3",1,Q9Y6H6,0.0129397958967739,46.0225561,0.3082375750619571,4.0,True,3.1,864,False,0.0129397958967739,False,Q9Y6H6,0,False
7LGU,Prestin,1,P58743,0.0158436243057911,30.66488107,0.3079004666856757,2.0,False,2.3,865,False,0.0158436243057911,False,P58743,0,False
5DN6,ATP synthase subunit alpha,7,"A1B618,A1B619,A1B8N7,A1B8N8,A1B8N9,A1B8P0,A1B8P1",-0.0397321633634714,4.859998010000001,0.3068884245371565,1.0,True,3.98,866,False,0.0397321633634714,False,A1B618,0,False
8IK0,"Stimulator of interferon genes protein,Immune protein Tsi3",1,E1C7U0,0.0175875860270832,24.72002957,0.3058591284861995,4.0,False,3.3,867,False,0.0175875860270832,False,E1C7U0,0,False
5U09,"Cannabinoid receptor 1,GlgA glycogen synthase",1,P21554,0.0400987949438031,4.742242805,0.3050046217317752,1.0,False,2.6,868,False,0.0400987949438031,False,P21554,0,False
4ZP0,Multidrug transporter MdfA,1,P0AEY8,-0.0300829829271712,8.390409069999999,0.3037280633215559,1.0,False,2.0,869,False,0.0300829829271712,False,P0AEY8,0,False
7DDZ,Human Neuropeptide Y Y2 Receptor fusion protein,1,P49146,0.0383039106663984,5.164534564999999,0.3030940503901819,1.0,False,2.8,870,False,0.0383039106663984,False,P49146,0,False
7SK8,Atypical chemokine receptor 3,2,"P25106,P48061",0.0385070619413749,5.107335065,0.3029249947106673,1.0,False,3.3,871,False,0.0385070619413749,False,P25106,0,False
6RMG,"Protein patched homolog 1,GFP-like fluorescent chromoprotein FP506, related",1,Q13635,-0.0269507757050619,10.364997105,0.3011422672732772,1.0,False,3.4,872,False,0.0269507757050619,False,Q13635,1,True
4RYO,Integral membrane protein,1,Q81BL7,0.0502776244436015,2.9754321100000003,0.3008565950327225,1.0,False,1.6,873,False,0.0502776244436015,False,Q81BL7,0,False
5ULD,"Transporter, NadC family",1,Q9KNE0,0.0164412583015547,27.810100445000007,0.300699463748067,2.0,False,2.78,874,False,0.0164412583015547,False,Q9KNE0,0,False
5EIK,Uncharacterized protein Y57A10A.28,1,Q9NA73,0.0168132452334934,26.583133705,0.3005863549702871,3.0,False,2.3,875,False,0.0168132452334934,False,Q9NA73,0,False
6O3C,Smoothened homolog,1,P56726,0.0395930087648745,4.779104365,0.2996701726679155,1.0,False,2.8,876,False,0.0395930087648745,False,P56726,0,False
8FED,Transmembrane protein,1,A0QWR2,-0.0280228296537787,9.535792589999998,0.2995302998310396,3.0,True,2.76,877,False,0.0280228296537787,False,A0QWR2,0,False
7DFL,Histamine H1 receptor,1,P35367,0.0380303141181882,5.177056205,0.2995040478948969,1.0,False,3.3,878,False,0.0380303141181882,False,P35367,0,False
6T1Z,LmrP integral membrane protein,1,Q48658,0.0278576727602683,9.647848505,0.299488486902718,1.0,False,2.9,879,False,0.0278576727602683,False,Q48658,0,False
5WQC,"Orexin receptor type 2,GlgA glycogen synthase,Orexin receptor type 2",1,O43614,0.0381367664630951,5.138793075000002,0.2989570891129014,1.0,False,1.96,880,False,0.0381367664630951,False,O43614,0,False
6O84,"LOC100127796 protein,LOC100127796 protein,OTOP3,LOC100127796 protein,LOC100127796 protein",1,A9JTM7,-0.0163566831623279,27.906312719999995,0.2986434063033135,2.0,False,3.92,881,False,0.0163566831623279,False,A9JTM7,0,False
6UKN,Solute carrier family 12 member 7,1,Q9WVL3,-0.026458225147198,10.624453185,0.2975007014803092,1.0,False,3.65,882,False,0.026458225147198,False,Q9WVL3,0,False
7CZ5,Somatoliberin,2,"P01286,Q02643",0.0393461778712572,4.803657810000001,0.2974658783140415,1.0,False,2.6,883,False,0.0393461778712572,False,P01286,0,False
7NQK,Solute carrier family 15 member 2,1,Q63424,0.0285398601750636,9.11295973,0.2969088374947711,1.0,False,3.5,884,False,0.0285398601750636,False,Q63424,0,False
2O4V,Porin P,1,P05695,-0.0146103795898771,34.709969885000014,0.2963720383022361,3.0,False,1.94,885,False,0.0146103795898771,False,P05695,0,False
6PSY,Cell division control protein 50,2,"P25656,P39524",-0.0290229485381791,8.765994470000003,0.2953549455104742,1.0,True,2.8,886,False,0.0290229485381791,False,P25656,1,True
7WC5,5-hydroxytryptamine receptor 2A,1,P28223,0.0371558517070743,5.340965499999999,0.2949403598378282,1.0,False,3.2,887,False,0.0371558517070743,False,P28223,0,False
4TKR,Thiamine transporter thia,1,A0A0B8R2U7,0.0476965513422875,3.2345430850000003,0.2943383761348079,1.0,False,3.0023,888,False,0.0476965513422875,False,A0A0B8R2U7,0,False
8DE8,"Potassium channel, subfamily K, member 2a",1,F1QAI2,0.0255477977767007,11.221677675000002,0.2929710591580499,2.0,False,2.82,889,False,0.0255477977767007,False,F1QAI2,0,False
3CN5,Aquaporin,1,Q41372,-0.016480530316607,26.655159215,0.289590050902543,4.0,False,2.05,890,False,0.016480530316607,False,Q41372,0,False
7XER,Transient receptor potential cation channel subfamily V member 2,1,Q9WTR1,0.0129448851226171,43.122855465000015,0.289043963301566,4.0,False,2.47,891,False,0.0129448851226171,False,Q9WTR1,0,False
6C08,Sodium-coupled neutral amino acid transporter 9,1,Q08BA4,-0.0265595160780054,10.19922796,0.287784636749085,1.0,False,3.17,892,False,0.0265595160780054,False,Q08BA4,0,False
7AR9,ND4,9,"A0A024FSS5,A0A7S0UW27,A0A7S0VJV3,A0A7S0YCV2,E5Q323,Q8LYV7,Q8LYV9,Q8LYW0,Q8LYW1",-0.0152842769445896,30.745881940000007,0.2873007390590719,2.0,True,2.97,893,False,0.0152842769445896,False,A0A024FSS5,0,False
6TQF,ABC transporter ATP-binding protein/permease,1,P9WQI9,-0.0199806503594832,17.895363319999998,0.2857720509716533,2.0,False,3.5,894,False,0.0199806503594832,False,P9WQI9,0,False
7TZC,Peptidyl-prolyl cis-trans isomerase FKBP1A,2,"P11716,P62943",0.0126154156668411,44.84403207,0.2854747985952216,4.0,False,2.45,895,False,0.0126154156668411,False,P11716,0,False
3UPG,Outer membrane protein C,1,P0A264,-0.0144298118290987,34.26126117000001,0.285354464903479,3.0,False,3.2,896,False,0.0144298118290987,False,P0A264,0,False
4CZB,NA(+)/H(+) ANTIPORTER 1,1,Q60362,0.0169016243833152,24.962033325,0.2852310769276677,2.0,False,3.5,897,False,0.0169016243833152,False,Q60362,0,False
7RPK,Sonic hedgehog protein,1,Q62226,-0.0266696939772832,9.956903415,0.2832828939741328,1.0,False,2.7,898,False,0.0266696939772832,False,Q62226,1,True
6KZP,"Voltage-dependent T-type calcium channel subunit alpha-1G,Voltage-dependent T-type calcium channel subunit alpha-1G",1,O43497,0.0121566329936785,47.863099085,0.282935484335493,1.0,False,3.1,899,False,0.0121566329936785,False,O43497,0,False
7AD3,Guanine nucleotide-binding protein subunit gamma,2,"P08539,P18852",0.0239766026250732,12.30094369,0.2828614171777246,2.0,False,3.3,900,False,0.0239766026250732,False,P08539,0,False
8AGE,OST4 isoform 1,8,"P33767,P39007,P41543,P46964,P48439,Q02795,Q92316,Q99380",-0.0252087284039646,11.085691959999998,0.28178941563536,1.0,True,2.8,901,False,0.0252087284039646,False,P33767,1,True
4FC4,Nitrite transporter NirC,1,E8XEH9,0.0140996614568557,35.290098385,0.2806275020935187,5.0,False,2.4,902,False,0.0140996614568557,False,E8XEH9,0,False
4FT6,Probable porin,1,Q9I1Q4,-0.0253174160706374,10.910694400000002,0.279737790879834,1.0,False,2.603,903,False,0.0253174160706374,False,Q9I1Q4,0,False
4F4C,Multidrug resistance protein pgp-1,1,P34712,-0.0247222691953748,11.40222081,0.2787572044682089,1.0,False,3.4,904,False,0.0247222691953748,False,P34712,0,False
5TQQ,Chloride channel protein,1,E1B792,0.0161970366322124,26.539574555000005,0.2784999212805591,2.0,False,3.76,905,False,0.0161970366322124,False,E1B792,0,False
7NPR,ESX-5 secretion system protein EccD5,4,"O53945,P9WNA5,P9WNP9,P9WNQ9",0.0051704986235978,260.06506970500004,0.2781037656584564,22.0,False,3.82,906,False,0.0051704986235978,False,O53945,0,False
2YEV,CYTOCHROME C OXIDASE SUBUNIT 2,3,"P98005,Q5SH67,Q5SLI2",0.0191398274650647,18.937123265,0.2774917235913364,1.0,True,2.36,907,False,0.0191398274650647,False,P98005,0,False
6V78,OmpK37,1,S5UCA2,-0.0143040315162181,33.89140432999999,0.2773744618969794,3.0,False,2.6,908,False,0.0143040315162181,False,S5UCA2,0,False
7UZQ,Ankyrin-1,3,"P16157,P18577,Q02094",0.0146645184745349,32.21594236,0.2771190904623217,3.0,False,2.17,909,False,0.0146645184745349,False,P16157,1,True
7WKW,Auxin efflux carrier component 3,1,Q9S7Z8,0.0174101674123952,22.854335250000005,0.2770986943919365,2.0,False,2.62,910,False,0.0174101674123952,False,Q9S7Z8,0,False
6QIM,Probable aquaporin PIP2-4,1,Q9FF53,-0.0160928506919886,26.579577465000003,0.2753429923752539,4.0,False,3.7,911,False,0.0160928506919886,False,Q9FF53,0,False
6HJX,Cys-loop ligand-gated ion channel,1,P0C7B7,0.0174351239611851,22.615040685,0.2749840118092197,5.0,False,2.5,912,False,0.0174351239611851,False,P0C7B7,0,False
7DFW,NPC1-like intracellular cholesterol transporter 1,1,Q9UHC9,-0.0259732656899543,10.16876095,0.2743981288013517,1.0,False,2.69,913,False,0.0259732656899543,False,Q9UHC9,0,False
7DRT,Protein wntless homolog,2,"P56704,Q5T9L3",0.0304014490032005,7.419837165000001,0.2743108165258945,1.0,False,2.2,914,False,0.0304014490032005,False,P56704,0,False
6EU6,Ammonium transporter,1,Q1Q357,0.0152713065195895,29.33008332,0.2736060375144885,3.0,False,1.98,915,False,0.0152713065195895,False,Q1Q357,0,False
7XMT,Somatostatin receptor type 4,1,P31391,0.0357146267534118,5.359161375,0.2734318227437011,1.0,False,2.8,916,False,0.0357146267534118,False,P31391,0,False
3JCU,"Photosystem II reaction center W protein, chloroplastic",18,"P04160,P05146,P06003,P06005,P12163,P12301,P12302,P12359,P60128,P60150,P61840,P62103,P62112,P69383,P69560,Q41387,Q9M3L2,Q9M3M6",0.0081445490508781,102.47169816499998,0.271892990299059,4.0,True,3.2,917,False,0.0081445490508781,False,P04160,0,False
6E3Y,Calcitonin gene-related peptide 1,1,P06881,0.0370940497970103,4.928902005,0.2712805619209964,1.0,True,3.3,918,False,0.0370940497970103,False,P06881,0,False
6KAC,4.1 kDa photosystem II subunit,25,"A8I5A0,A8I846,O19930,P06007,P07753,P10898,P11471,P12852,P12853,P18263,P22666,P32974,P37255,P37256,P48268,P50370,P59763,P92276,P92277,Q08363,Q93VE0,Q93WD2,Q93WE0,Q93WL4,Q9SPI9",0.007957165135675,106.421827265,0.2695302071175764,4.0,True,2.7,919,False,0.007957165135675,False,A8I5A0,0,False
8F7X,Nociceptin,2,"P41146,Q13519",0.0353449590855816,5.371922394999998,0.2684384286358482,1.0,False,3.28,920,False,0.0353449590855816,False,P41146,0,False
1ORS,33H1 Fab heavy chain,2,"P01869,Q9YDF8",-0.0560641354419702,2.1281548850000007,0.2675675748191591,1.0,False,1.9,921,False,0.0560641354419702,False,P01869,0,False
7CH9,Probable permease of ABC transporter,1,Q9HVW2,-0.0311962419069672,6.853803569999999,0.2668063757094691,2.0,True,3.5,922,False,0.0311962419069672,False,Q9HVW2,0,False
3SYB,Glycine-glutamate dipeptide porin OpdP,1,Q9HVS0,-0.0246154959063549,10.98227671,0.2661764033291999,1.0,False,2.7,923,False,0.0246154959063549,False,Q9HVS0,0,False
6V1Q,Two pore channel 3,1,C4IXV6,0.0121626992861753,44.915319545,0.2657751816310257,2.0,False,3.11,924,False,0.0121626992861753,False,C4IXV6,0,False
5NUP,OmpK36,1,F2VN85,-0.0139239502707077,34.241342204999995,0.2655435141813695,3.0,False,2.9,925,False,0.0139239502707077,False,F2VN85,0,False
8HMV,Probable G-protein coupled receptor 21,1,Q99679,0.0363025830495527,5.025252884999999,0.2649067156084322,1.0,False,2.91,926,False,0.0363025830495527,False,Q99679,0,False
5L22,ABC transporter (HlyB subfamily),1,O67184,-0.0249110511302196,10.667917985,0.2648035272702731,2.0,False,3.15,927,False,0.0249110511302196,False,O67184,0,False
8F76,Olfactory receptor 51E2,1,Q9H255,0.0368705404838708,4.8197450150000005,0.2620855410351825,1.0,False,3.1,928,False,0.0368705404838708,False,Q9H255,0,False
7U8G,"EGFP, Cytochrome b-245 heavy chain chimera",2,"P04839,P13498",-0.0391229848692195,4.253540574999999,0.2604201199521258,1.0,True,3.2,929,False,0.0391229848692195,False,P04839,0,False
2NS1,Nitrogen regulatory protein P-II 2,1,P0AC55,0.0146464577696913,30.00888340499999,0.2574986965078619,3.0,False,1.962,930,False,0.0146464577696913,False,P0AC55,0,False
7LJ5,Isoform 2 of Potassium channel subfamily K member 4,1,Q9NYG8,0.0234968494789138,11.55304435,0.2551383258319317,2.0,False,2.26,931,False,0.0234968494789138,True,Q9NYG8,0,False
7E4I,Mitochondrial import receptor subunit TOM6,4,"P23644,P33448,P53969,P80967",-0.0262878179752976,9.229616655,0.255124832431869,1.0,True,3.05,932,False,0.0262878179752976,False,P23644,0,False
5MLZ,Dolichol monophosphate mannose synthase,1,Q8U4M3,-0.0474355185964821,2.834527345,0.2551220219622308,1.0,False,2.0,933,False,0.0474355185964821,False,Q8U4M3,0,False
7VLX,PTS mannose family transporter subunit IID,1,A0A1E8EBU8,0.0116731836913863,46.75862070000001,0.2548592040843857,6.0,False,3.12,934,False,0.0116731836913863,False,A0A1E8EBU8,0,False
7RHQ,Growth arrest-specific protein 1,1,P54826,-0.0245920593597173,10.5281521,0.2546841622182885,1.0,False,3.53,935,False,0.0245920593597173,False,P54826,0,False
7WIH,Metabotropic glutamate receptor 3,1,Q14832,0.0191255202638687,17.36872634,0.2541291475669762,2.0,False,3.68,936,False,0.0191255202638687,False,Q14832,0,False
6RNK,Succinate receptor 1,1,Q6IYF9,0.0358940810776761,4.92296267,0.2537068614918457,1.0,False,1.94,937,False,0.0358940810776761,False,Q6IYF9,0,False
2NR9,Protein glpG homolog,1,P44783,0.0375597750811689,4.480166875,0.2528134340508211,1.0,False,2.2,938,False,0.0375597750811689,False,P44783,0,False
6OB7,Equilibrative nucleoside transporter 1,1,Q99808,0.0285572410255406,7.712714514999999,0.2515936882413859,1.0,False,2.3,939,False,0.0285572410255406,False,Q99808,0,False
8FMZ,Neurotensin/neuromedin N,1,P20068,0.0357857327818816,4.909644535000003,0.2514952983279651,1.0,False,2.59,940,False,0.0357857327818816,False,P20068,0,False
7XJL,spexin,1,Q9BT56,0.0357074821942511,4.890651869999999,0.2494279960812971,1.0,False,3.5,941,False,0.0357074821942511,False,Q9BT56,0,False
